candidate_id	callee_spelling	prior_definition_id	source_root	source_path	source_sha256	source_line	linkage	disposition
"MVDM-FIRST-REBASELINED-000361"	"GetShortPathNameA"	"MVDM-FIRST-DEFINITION-000060"	"O:\repos.external\OpenNT"	"base/win32/client/vdm.c"	"3f03d0dbb08e0163f2d9cf415daad0981e42e1b1855f6f48a3b59022b7374173"	"2534"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-000361"	"GetShortPathNameA"	"MVDM-FIRST-DEFINITION-000061"	"O:\repos.external\OpenNT-4.5"	"nt/private/windows/base/client/vdm.c"	"1e4de7f98a0756259986c1f62832dd84d42431de5a22c189d80c164155cc80ae"	"2534"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-000368"	"GetShortPathNameA"	"MVDM-FIRST-DEFINITION-000060"	"O:\repos.external\OpenNT"	"base/win32/client/vdm.c"	"3f03d0dbb08e0163f2d9cf415daad0981e42e1b1855f6f48a3b59022b7374173"	"2534"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-000368"	"GetShortPathNameA"	"MVDM-FIRST-DEFINITION-000061"	"O:\repos.external\OpenNT-4.5"	"nt/private/windows/base/client/vdm.c"	"1e4de7f98a0756259986c1f62832dd84d42431de5a22c189d80c164155cc80ae"	"2534"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-000528"	"GetNextVDMCommand"	"MVDM-FIRST-DEFINITION-000054"	"O:\repos.external\OpenNT"	"base/win32/client/vdm.c"	"3f03d0dbb08e0163f2d9cf415daad0981e42e1b1855f6f48a3b59022b7374173"	"340"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-000528"	"GetNextVDMCommand"	"MVDM-FIRST-DEFINITION-000055"	"O:\repos.external\OpenNT-4.5"	"nt/private/windows/base/client/vdm.c"	"1e4de7f98a0756259986c1f62832dd84d42431de5a22c189d80c164155cc80ae"	"340"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-000549"	"GetNextVDMCommand"	"MVDM-FIRST-DEFINITION-000054"	"O:\repos.external\OpenNT"	"base/win32/client/vdm.c"	"3f03d0dbb08e0163f2d9cf415daad0981e42e1b1855f6f48a3b59022b7374173"	"340"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-000549"	"GetNextVDMCommand"	"MVDM-FIRST-DEFINITION-000055"	"O:\repos.external\OpenNT-4.5"	"nt/private/windows/base/client/vdm.c"	"1e4de7f98a0756259986c1f62832dd84d42431de5a22c189d80c164155cc80ae"	"340"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-000553"	"GetNextVDMCommand"	"MVDM-FIRST-DEFINITION-000054"	"O:\repos.external\OpenNT"	"base/win32/client/vdm.c"	"3f03d0dbb08e0163f2d9cf415daad0981e42e1b1855f6f48a3b59022b7374173"	"340"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-000553"	"GetNextVDMCommand"	"MVDM-FIRST-DEFINITION-000055"	"O:\repos.external\OpenNT-4.5"	"nt/private/windows/base/client/vdm.c"	"1e4de7f98a0756259986c1f62832dd84d42431de5a22c189d80c164155cc80ae"	"340"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-000563"	"GetNextVDMCommand"	"MVDM-FIRST-DEFINITION-000054"	"O:\repos.external\OpenNT"	"base/win32/client/vdm.c"	"3f03d0dbb08e0163f2d9cf415daad0981e42e1b1855f6f48a3b59022b7374173"	"340"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-000563"	"GetNextVDMCommand"	"MVDM-FIRST-DEFINITION-000055"	"O:\repos.external\OpenNT-4.5"	"nt/private/windows/base/client/vdm.c"	"1e4de7f98a0756259986c1f62832dd84d42431de5a22c189d80c164155cc80ae"	"340"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-000609"	"GetNextVDMCommand"	"MVDM-FIRST-DEFINITION-000054"	"O:\repos.external\OpenNT"	"base/win32/client/vdm.c"	"3f03d0dbb08e0163f2d9cf415daad0981e42e1b1855f6f48a3b59022b7374173"	"340"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-000609"	"GetNextVDMCommand"	"MVDM-FIRST-DEFINITION-000055"	"O:\repos.external\OpenNT-4.5"	"nt/private/windows/base/client/vdm.c"	"1e4de7f98a0756259986c1f62832dd84d42431de5a22c189d80c164155cc80ae"	"340"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-000611"	"GetNextVDMCommand"	"MVDM-FIRST-DEFINITION-000054"	"O:\repos.external\OpenNT"	"base/win32/client/vdm.c"	"3f03d0dbb08e0163f2d9cf415daad0981e42e1b1855f6f48a3b59022b7374173"	"340"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-000611"	"GetNextVDMCommand"	"MVDM-FIRST-DEFINITION-000055"	"O:\repos.external\OpenNT-4.5"	"nt/private/windows/base/client/vdm.c"	"1e4de7f98a0756259986c1f62832dd84d42431de5a22c189d80c164155cc80ae"	"340"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-000612"	"GetNextVDMCommand"	"MVDM-FIRST-DEFINITION-000054"	"O:\repos.external\OpenNT"	"base/win32/client/vdm.c"	"3f03d0dbb08e0163f2d9cf415daad0981e42e1b1855f6f48a3b59022b7374173"	"340"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-000612"	"GetNextVDMCommand"	"MVDM-FIRST-DEFINITION-000055"	"O:\repos.external\OpenNT-4.5"	"nt/private/windows/base/client/vdm.c"	"1e4de7f98a0756259986c1f62832dd84d42431de5a22c189d80c164155cc80ae"	"340"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-000666"	"SetVDMCurrentDirectories"	"MVDM-FIRST-DEFINITION-000104"	"O:\repos.external\OpenNT"	"base/win32/client/vdm.c"	"3f03d0dbb08e0163f2d9cf415daad0981e42e1b1855f6f48a3b59022b7374173"	"804"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-000666"	"SetVDMCurrentDirectories"	"MVDM-FIRST-DEFINITION-000105"	"O:\repos.external\OpenNT-4.5"	"nt/private/windows/base/client/vdm.c"	"1e4de7f98a0756259986c1f62832dd84d42431de5a22c189d80c164155cc80ae"	"804"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-001600"	"RemoveFontResourceW"	"MVDM-FIRST-DEFINITION-000090"	"O:\repos.external\OpenNT-4.5"	"nt/private/ntos/w32/ntgdi/client/font.c"	"8c74be8f5336de7e204897241ba375ca63c481717a781c25ef8320bd7a59282d"	"2812"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-001600"	"RemoveFontResourceW"	"MVDM-FIRST-DEFINITION-000091"	"O:\repos.external\OpenNT"	"windows/core/ntgdi/client/font.c"	"8c74be8f5336de7e204897241ba375ca63c481717a781c25ef8320bd7a59282d"	"2812"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-001693"	"GetShortPathNameW"	"MVDM-FIRST-DEFINITION-000063"	"O:\repos.external\OpenNT"	"base/win32/client/vdm.c"	"3f03d0dbb08e0163f2d9cf415daad0981e42e1b1855f6f48a3b59022b7374173"	"2642"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-001693"	"GetShortPathNameW"	"MVDM-FIRST-DEFINITION-000064"	"O:\repos.external\OpenNT-4.5"	"nt/private/windows/base/client/vdm.c"	"1e4de7f98a0756259986c1f62832dd84d42431de5a22c189d80c164155cc80ae"	"2642"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-022117"	"GetTickCount"	"MVDM-FIRST-DEFINITION-000066"	"O:\repos.external\OpenNT"	"base/win32/client/datetime.c"	"554cec9e236885367b8c791f611b29556657327a840c374293161493431e3b36"	"368"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-022117"	"GetTickCount"	"MVDM-FIRST-DEFINITION-000067"	"O:\repos.external\OpenNT-4.5"	"nt/private/nw/rdr/ipx.c"	"f04ce15b4cd282b8257844f54115c9f3370616f05005dd67cf10265f5fe369e8"	"1330"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-022117"	"GetTickCount"	"MVDM-FIRST-DEFINITION-000068"	"O:\repos.external\OpenNT-4.5"	"nt/private/windows/base/client/datetime.c"	"554cec9e236885367b8c791f611b29556657327a840c374293161493431e3b36"	"368"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-022174"	"GetTickCount"	"MVDM-FIRST-DEFINITION-000066"	"O:\repos.external\OpenNT"	"base/win32/client/datetime.c"	"554cec9e236885367b8c791f611b29556657327a840c374293161493431e3b36"	"368"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-022174"	"GetTickCount"	"MVDM-FIRST-DEFINITION-000067"	"O:\repos.external\OpenNT-4.5"	"nt/private/nw/rdr/ipx.c"	"f04ce15b4cd282b8257844f54115c9f3370616f05005dd67cf10265f5fe369e8"	"1330"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-022174"	"GetTickCount"	"MVDM-FIRST-DEFINITION-000068"	"O:\repos.external\OpenNT-4.5"	"nt/private/windows/base/client/datetime.c"	"554cec9e236885367b8c791f611b29556657327a840c374293161493431e3b36"	"368"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-022179"	"GetTickCount"	"MVDM-FIRST-DEFINITION-000066"	"O:\repos.external\OpenNT"	"base/win32/client/datetime.c"	"554cec9e236885367b8c791f611b29556657327a840c374293161493431e3b36"	"368"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-022179"	"GetTickCount"	"MVDM-FIRST-DEFINITION-000067"	"O:\repos.external\OpenNT-4.5"	"nt/private/nw/rdr/ipx.c"	"f04ce15b4cd282b8257844f54115c9f3370616f05005dd67cf10265f5fe369e8"	"1330"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-022179"	"GetTickCount"	"MVDM-FIRST-DEFINITION-000068"	"O:\repos.external\OpenNT-4.5"	"nt/private/windows/base/client/datetime.c"	"554cec9e236885367b8c791f611b29556657327a840c374293161493431e3b36"	"368"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-025614"	"GetNextVDMCommand"	"MVDM-FIRST-DEFINITION-000054"	"O:\repos.external\OpenNT"	"base/win32/client/vdm.c"	"3f03d0dbb08e0163f2d9cf415daad0981e42e1b1855f6f48a3b59022b7374173"	"340"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-025614"	"GetNextVDMCommand"	"MVDM-FIRST-DEFINITION-000055"	"O:\repos.external\OpenNT-4.5"	"nt/private/windows/base/client/vdm.c"	"1e4de7f98a0756259986c1f62832dd84d42431de5a22c189d80c164155cc80ae"	"340"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-025983"	"GetTickCount"	"MVDM-FIRST-DEFINITION-000066"	"O:\repos.external\OpenNT"	"base/win32/client/datetime.c"	"554cec9e236885367b8c791f611b29556657327a840c374293161493431e3b36"	"368"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-025983"	"GetTickCount"	"MVDM-FIRST-DEFINITION-000067"	"O:\repos.external\OpenNT-4.5"	"nt/private/nw/rdr/ipx.c"	"f04ce15b4cd282b8257844f54115c9f3370616f05005dd67cf10265f5fe369e8"	"1330"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-025983"	"GetTickCount"	"MVDM-FIRST-DEFINITION-000068"	"O:\repos.external\OpenNT-4.5"	"nt/private/windows/base/client/datetime.c"	"554cec9e236885367b8c791f611b29556657327a840c374293161493431e3b36"	"368"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-026549"	"ExitVDM"	"MVDM-FIRST-DEFINITION-000027"	"O:\repos.external\OpenNT"	"base/win32/client/vdm.c"	"3f03d0dbb08e0163f2d9cf415daad0981e42e1b1855f6f48a3b59022b7374173"	"731"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-026549"	"ExitVDM"	"MVDM-FIRST-DEFINITION-000028"	"O:\repos.external\OpenNT-4.5"	"nt/private/windows/base/client/vdm.c"	"1e4de7f98a0756259986c1f62832dd84d42431de5a22c189d80c164155cc80ae"	"731"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-027105"	"GetNextVDMCommand"	"MVDM-FIRST-DEFINITION-000054"	"O:\repos.external\OpenNT"	"base/win32/client/vdm.c"	"3f03d0dbb08e0163f2d9cf415daad0981e42e1b1855f6f48a3b59022b7374173"	"340"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-027105"	"GetNextVDMCommand"	"MVDM-FIRST-DEFINITION-000055"	"O:\repos.external\OpenNT-4.5"	"nt/private/windows/base/client/vdm.c"	"1e4de7f98a0756259986c1f62832dd84d42431de5a22c189d80c164155cc80ae"	"340"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-027263"	"ShowStartGlass"	"MVDM-FIRST-DEFINITION-000106"	"O:\repos.external\OpenNT-4.5"	"nt/private/ntos/w32/ntuser/client/client.c"	"787eda33785a87ce9e71202c97b5913e2857f7106fed5bb97103049b1d5e3472"	"2998"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-027263"	"ShowStartGlass"	"MVDM-FIRST-DEFINITION-000107"	"O:\repos.external\OpenNT"	"windows/core/ntuser/client/client.c"	"787eda33785a87ce9e71202c97b5913e2857f7106fed5bb97103049b1d5e3472"	"2998"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-027268"	"ExitVDM"	"MVDM-FIRST-DEFINITION-000027"	"O:\repos.external\OpenNT"	"base/win32/client/vdm.c"	"3f03d0dbb08e0163f2d9cf415daad0981e42e1b1855f6f48a3b59022b7374173"	"731"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-027268"	"ExitVDM"	"MVDM-FIRST-DEFINITION-000028"	"O:\repos.external\OpenNT-4.5"	"nt/private/windows/base/client/vdm.c"	"1e4de7f98a0756259986c1f62832dd84d42431de5a22c189d80c164155cc80ae"	"731"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-027269"	"ExitVDM"	"MVDM-FIRST-DEFINITION-000027"	"O:\repos.external\OpenNT"	"base/win32/client/vdm.c"	"3f03d0dbb08e0163f2d9cf415daad0981e42e1b1855f6f48a3b59022b7374173"	"731"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
"MVDM-FIRST-REBASELINED-027269"	"ExitVDM"	"MVDM-FIRST-DEFINITION-000028"	"O:\repos.external\OpenNT-4.5"	"nt/private/windows/base/client/vdm.c"	"1e4de7f98a0756259986c1f62832dd84d42431de5a22c189d80c164155cc80ae"	"731"	"externally-linkable"	"previous approved-original identity is a physical source candidate only; T301 must still prove caller-compatible declaration and final disposition"
